id,rho_filename,ux_filename,uy_filename,uz_filename
-7528325971505970557,RHO_kgm-3_id-7528325971505970557.dat,UX_ms-1_id-7528325971505970557.dat,UY_ms-1_id-7528325971505970557.dat,UZ_ms-1_id-7528325971505970557.dat
529086096984709769,RHO_kgm-3_id529086096984709769.dat,UX_ms-1_id529086096984709769.dat,UY_ms-1_id529086096984709769.dat,UZ_ms-1_id529086096984709769.dat
9196841854710153603,RHO_kgm-3_id9196841854710153603.dat,UX_ms-1_id9196841854710153603.dat,UY_ms-1_id9196841854710153603.dat,UZ_ms-1_id9196841854710153603.dat
-924300619534826250,RHO_kgm-3_id-924300619534826250.dat,UX_ms-1_id-924300619534826250.dat,UY_ms-1_id-924300619534826250.dat,UZ_ms-1_id-924300619534826250.dat
4666471299874165905,RHO_kgm-3_id4666471299874165905.dat,UX_ms-1_id4666471299874165905.dat,UY_ms-1_id4666471299874165905.dat,UZ_ms-1_id4666471299874165905.dat
5093314759209891452,RHO_kgm-3_id5093314759209891452.dat,UX_ms-1_id5093314759209891452.dat,UY_ms-1_id5093314759209891452.dat,UZ_ms-1_id5093314759209891452.dat
-2775830376262970287,RHO_kgm-3_id-2775830376262970287.dat,UX_ms-1_id-2775830376262970287.dat,UY_ms-1_id-2775830376262970287.dat,UZ_ms-1_id-2775830376262970287.dat
-1967127841833146893,RHO_kgm-3_id-1967127841833146893.dat,UX_ms-1_id-1967127841833146893.dat,UY_ms-1_id-1967127841833146893.dat,UZ_ms-1_id-1967127841833146893.dat
-237532031829937375,RHO_kgm-3_id-237532031829937375.dat,UX_ms-1_id-237532031829937375.dat,UY_ms-1_id-237532031829937375.dat,UZ_ms-1_id-237532031829937375.dat
-6910423057008936592,RHO_kgm-3_id-6910423057008936592.dat,UX_ms-1_id-6910423057008936592.dat,UY_ms-1_id-6910423057008936592.dat,UZ_ms-1_id-6910423057008936592.dat
-6212546015109262824,RHO_kgm-3_id-6212546015109262824.dat,UX_ms-1_id-6212546015109262824.dat,UY_ms-1_id-6212546015109262824.dat,UZ_ms-1_id-6212546015109262824.dat
-5561362210729957517,RHO_kgm-3_id-5561362210729957517.dat,UX_ms-1_id-5561362210729957517.dat,UY_ms-1_id-5561362210729957517.dat,UZ_ms-1_id-5561362210729957517.dat
-5149277649045647894,RHO_kgm-3_id-5149277649045647894.dat,UX_ms-1_id-5149277649045647894.dat,UY_ms-1_id-5149277649045647894.dat,UZ_ms-1_id-5149277649045647894.dat
7839385371290558698,RHO_kgm-3_id7839385371290558698.dat,UX_ms-1_id7839385371290558698.dat,UY_ms-1_id7839385371290558698.dat,UZ_ms-1_id7839385371290558698.dat
6628792078012103131,RHO_kgm-3_id6628792078012103131.dat,UX_ms-1_id6628792078012103131.dat,UY_ms-1_id6628792078012103131.dat,UZ_ms-1_id6628792078012103131.dat
7556360330771960959,RHO_kgm-3_id7556360330771960959.dat,UX_ms-1_id7556360330771960959.dat,UY_ms-1_id7556360330771960959.dat,UZ_ms-1_id7556360330771960959.dat
272209503308700901,RHO_kgm-3_id272209503308700901.dat,UX_ms-1_id272209503308700901.dat,UY_ms-1_id272209503308700901.dat,UZ_ms-1_id272209503308700901.dat
-2734678220649529358,RHO_kgm-3_id-2734678220649529358.dat,UX_ms-1_id-2734678220649529358.dat,UY_ms-1_id-2734678220649529358.dat,UZ_ms-1_id-2734678220649529358.dat
-7043001081052145806,RHO_kgm-3_id-7043001081052145806.dat,UX_ms-1_id-7043001081052145806.dat,UY_ms-1_id-7043001081052145806.dat,UZ_ms-1_id-7043001081052145806.dat
6487756666041292890,RHO_kgm-3_id6487756666041292890.dat,UX_ms-1_id6487756666041292890.dat,UY_ms-1_id6487756666041292890.dat,UZ_ms-1_id6487756666041292890.dat
-2951097043719677590,RHO_kgm-3_id-2951097043719677590.dat,UX_ms-1_id-2951097043719677590.dat,UY_ms-1_id-2951097043719677590.dat,UZ_ms-1_id-2951097043719677590.dat
-2824714376800359425,RHO_kgm-3_id-2824714376800359425.dat,UX_ms-1_id-2824714376800359425.dat,UY_ms-1_id-2824714376800359425.dat,UZ_ms-1_id-2824714376800359425.dat
-3752235448467574316,RHO_kgm-3_id-3752235448467574316.dat,UX_ms-1_id-3752235448467574316.dat,UY_ms-1_id-3752235448467574316.dat,UZ_ms-1_id-3752235448467574316.dat
3301469048724500406,RHO_kgm-3_id3301469048724500406.dat,UX_ms-1_id3301469048724500406.dat,UY_ms-1_id3301469048724500406.dat,UZ_ms-1_id3301469048724500406.dat
2962395891376027852,RHO_kgm-3_id2962395891376027852.dat,UX_ms-1_id2962395891376027852.dat,UY_ms-1_id2962395891376027852.dat,UZ_ms-1_id2962395891376027852.dat
-4503582051840790174,RHO_kgm-3_id-4503582051840790174.dat,UX_ms-1_id-4503582051840790174.dat,UY_ms-1_id-4503582051840790174.dat,UZ_ms-1_id-4503582051840790174.dat
4294450101101397960,RHO_kgm-3_id4294450101101397960.dat,UX_ms-1_id4294450101101397960.dat,UY_ms-1_id4294450101101397960.dat,UZ_ms-1_id4294450101101397960.dat
4108794124730399647,RHO_kgm-3_id4108794124730399647.dat,UX_ms-1_id4108794124730399647.dat,UY_ms-1_id4108794124730399647.dat,UZ_ms-1_id4108794124730399647.dat
3416168664986817805,RHO_kgm-3_id3416168664986817805.dat,UX_ms-1_id3416168664986817805.dat,UY_ms-1_id3416168664986817805.dat,UZ_ms-1_id3416168664986817805.dat
3025841027807868509,RHO_kgm-3_id3025841027807868509.dat,UX_ms-1_id3025841027807868509.dat,UY_ms-1_id3025841027807868509.dat,UZ_ms-1_id3025841027807868509.dat
4330047421776981151,RHO_kgm-3_id4330047421776981151.dat,UX_ms-1_id4330047421776981151.dat,UY_ms-1_id4330047421776981151.dat,UZ_ms-1_id4330047421776981151.dat
8740487440973902718,RHO_kgm-3_id8740487440973902718.dat,UX_ms-1_id8740487440973902718.dat,UY_ms-1_id8740487440973902718.dat,UZ_ms-1_id8740487440973902718.dat
1816222289751999505,RHO_kgm-3_id1816222289751999505.dat,UX_ms-1_id1816222289751999505.dat,UY_ms-1_id1816222289751999505.dat,UZ_ms-1_id1816222289751999505.dat
-8177067584180520751,RHO_kgm-3_id-8177067584180520751.dat,UX_ms-1_id-8177067584180520751.dat,UY_ms-1_id-8177067584180520751.dat,UZ_ms-1_id-8177067584180520751.dat
-2154091632430877927,RHO_kgm-3_id-2154091632430877927.dat,UX_ms-1_id-2154091632430877927.dat,UY_ms-1_id-2154091632430877927.dat,UZ_ms-1_id-2154091632430877927.dat
9197054259517954691,RHO_kgm-3_id9197054259517954691.dat,UX_ms-1_id9197054259517954691.dat,UY_ms-1_id9197054259517954691.dat,UZ_ms-1_id9197054259517954691.dat
1963508192746400426,RHO_kgm-3_id1963508192746400426.dat,UX_ms-1_id1963508192746400426.dat,UY_ms-1_id1963508192746400426.dat,UZ_ms-1_id1963508192746400426.dat
-4311896365543699460,RHO_kgm-3_id-4311896365543699460.dat,UX_ms-1_id-4311896365543699460.dat,UY_ms-1_id-4311896365543699460.dat,UZ_ms-1_id-4311896365543699460.dat
-640494711583752976,RHO_kgm-3_id-640494711583752976.dat,UX_ms-1_id-640494711583752976.dat,UY_ms-1_id-640494711583752976.dat,UZ_ms-1_id-640494711583752976.dat
798663850082399173,RHO_kgm-3_id798663850082399173.dat,UX_ms-1_id798663850082399173.dat,UY_ms-1_id798663850082399173.dat,UZ_ms-1_id798663850082399173.dat
7148969870714917495,RHO_kgm-3_id7148969870714917495.dat,UX_ms-1_id7148969870714917495.dat,UY_ms-1_id7148969870714917495.dat,UZ_ms-1_id7148969870714917495.dat
-8965796881115666471,RHO_kgm-3_id-8965796881115666471.dat,UX_ms-1_id-8965796881115666471.dat,UY_ms-1_id-8965796881115666471.dat,UZ_ms-1_id-8965796881115666471.dat
5010887648365517758,RHO_kgm-3_id5010887648365517758.dat,UX_ms-1_id5010887648365517758.dat,UY_ms-1_id5010887648365517758.dat,UZ_ms-1_id5010887648365517758.dat
1228143540402816977,RHO_kgm-3_id1228143540402816977.dat,UX_ms-1_id1228143540402816977.dat,UY_ms-1_id1228143540402816977.dat,UZ_ms-1_id1228143540402816977.dat
706917829120158444,RHO_kgm-3_id706917829120158444.dat,UX_ms-1_id706917829120158444.dat,UY_ms-1_id706917829120158444.dat,UZ_ms-1_id706917829120158444.dat
-7887332581373250633,RHO_kgm-3_id-7887332581373250633.dat,UX_ms-1_id-7887332581373250633.dat,UY_ms-1_id-7887332581373250633.dat,UZ_ms-1_id-7887332581373250633.dat
-8091399494317549777,RHO_kgm-3_id-8091399494317549777.dat,UX_ms-1_id-8091399494317549777.dat,UY_ms-1_id-8091399494317549777.dat,UZ_ms-1_id-8091399494317549777.dat
-5041997209319408175,RHO_kgm-3_id-5041997209319408175.dat,UX_ms-1_id-5041997209319408175.dat,UY_ms-1_id-5041997209319408175.dat,UZ_ms-1_id-5041997209319408175.dat
-2954372275292403257,RHO_kgm-3_id-2954372275292403257.dat,UX_ms-1_id-2954372275292403257.dat,UY_ms-1_id-2954372275292403257.dat,UZ_ms-1_id-2954372275292403257.dat
-1825543572143426935,RHO_kgm-3_id-1825543572143426935.dat,UX_ms-1_id-1825543572143426935.dat,UY_ms-1_id-1825543572143426935.dat,UZ_ms-1_id-1825543572143426935.dat
2778686127722983273,RHO_kgm-3_id2778686127722983273.dat,UX_ms-1_id2778686127722983273.dat,UY_ms-1_id2778686127722983273.dat,UZ_ms-1_id2778686127722983273.dat
-3547467533628409313,RHO_kgm-3_id-3547467533628409313.dat,UX_ms-1_id-3547467533628409313.dat,UY_ms-1_id-3547467533628409313.dat,UZ_ms-1_id-3547467533628409313.dat
6171089040004556031,RHO_kgm-3_id6171089040004556031.dat,UX_ms-1_id6171089040004556031.dat,UY_ms-1_id6171089040004556031.dat,UZ_ms-1_id6171089040004556031.dat
